Fractured,Non-Fractured
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_750_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (774).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_751_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (775).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_752_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (776).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_753_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (777).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_754_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (778).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_755_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (779).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_756_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (78).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_757_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (780).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_758_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (781).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_759_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (782).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_760_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (783).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_761_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (784).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_762_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (785).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_763_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (786).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_764_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (787).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_765_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (788).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_766_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (789).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_767_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (79).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_768_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (790).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_769_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (791).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_770_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (792).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_771_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (793).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_772_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (794).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_773_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (795).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_774_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (796).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_775_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (797).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_776_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (798).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_777_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (799).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_778_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (8).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_779_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (80).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_780_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (800).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_781_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (801).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_782_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (802).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_783_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (803).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_784_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (804).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_785_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (805).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_786_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (806).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_787_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (807).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_788_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (808).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_789_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (809).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_790_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (81).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_791_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (810).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_792_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (811).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_793_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (812).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_794_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (813).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_795_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (814).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_796_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (815).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_797_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (816).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_798_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (817).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_799_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (818).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_800_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (819).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_801_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (82).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_802_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (820).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_803_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (821).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_804_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (822).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_805_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (823).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_806_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (824).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_807_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (825).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_808_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (826).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_809_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (827).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_810_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (828).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_811_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (829).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_812_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (83).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_813_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (830).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_814_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (831).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_815_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (832).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_816_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (833).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_817_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (834).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_818_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (835).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_819_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (836).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_820_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (837).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_821_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (838).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_822_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (839).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_823_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (84).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_824_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (840).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_825_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (841).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_826_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (842).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_827_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (843).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_828_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (844).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_829_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (845).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_830_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (846).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_831_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (847).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_832_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (848).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_833_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (849).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_834_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (85).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_835_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (850).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_836_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (851).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_837_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (852).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_838_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (853).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_839_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (854).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_840_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (855).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_841_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (856).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_842_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (857).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_843_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (858).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_844_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (859).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_845_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (86).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_846_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (860).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_847_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (861).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_848_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (862).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_849_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (863).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_850_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (864).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_851_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (865).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_852_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (866).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_853_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (867).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_854_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (868).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_855_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (869).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_856_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (87).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_857_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (870).jpg
